Reaction_No,substrate_pair,Ligand_Short_Hand,Catalyst_1_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,row_index,model,label,y_true,y_pred,y_std,lower_95,upper_95,incumbent_yield,expected_improvement,recommendation_number,best_yield_found,best_available_test_yield,simple_regret
4167,1b_2c,P(Ph)3,Pd(OAc)2,LiOtBu,MeOH,73.12,2777,M0_vbur_vmin,%Vbur(min) + Vmin,73.12,59.383018947283645,15.844213188197019,28.32836109841749,90.4376767961498,74.84,1.302273736365085,4,73.12,73.12,0.0
4146,1b_2c,P(o-Tol)3,Pd(OAc)2,NaOH,MeOH,51.26,2764,M0_vbur_vmin,%Vbur(min) + Vmin,51.26,58.76500261213423,15.985549365312881,27.433325856120987,90.09667936814748,74.84,1.2409218650098865,5,73.12,73.12,0.0
4204,1b_2c,AmPhos,Pd(OAc)2,CsF,MeOH,71.17,2802,M0_vbur_vmin,%Vbur(min) + Vmin,71.17,50.514283738732864,13.539567428304787,23.976731579255482,77.05183589821024,74.84,0.17754533026658714,6,73.12,73.12,0.0
4154,1b_2c,P(tBu)3,Pd(OAc)2,KOH,MeOH,46.83,2768,M0_vbur_vmin,%Vbur(min) + Vmin,46.83,41.8810229621931,15.59766049027662,11.309608401250923,72.45243752313527,74.84,0.08899286487490166,7,73.12,73.12,0.0
3938,1b_2c,P(tBu)3,Pd(OAc)2,None,THF,20.69,2624,M0_vbur_vmin,%Vbur(min) + Vmin,20.69,40.01192074922683,16.10231508792781,8.451383176888324,71.57245832156534,74.84,0.08005138927759065,8,73.12,73.12,0.0
4159,1b_2c,CataCXium A,Pd(OAc)2,KOH,MeOH,66.67,2773,M0_vbur_vmin,%Vbur(min) + Vmin,66.67,47.10023916730326,13.030229919327198,21.56098852542195,72.63948980918457,74.84,0.06986600549638561,9,73.12,73.12,0.0
4142,1b_2c,P(tBu)3,Pd(OAc)2,NaOH,MeOH,38.52,2760,M0_vbur_vmin,%Vbur(min) + Vmin,38.52,40.12612278130701,14.749614425887726,11.216878506567067,69.03536705604695,74.84,0.041669964339391186,10,73.12,73.12,0.0
4192,1b_2c,AmPhos,Pd(OAc)2,Et3N,MeOH,57.24,2794,M0_vbur_vmin,%Vbur(min) + Vmin,57.24,35.261699485312306,14.601719938233481,6.642328406374684,63.881070564249924,74.84,0.013359634193430142,11,73.12,73.12,0.0
3988,1b_2c,AmPhos,Pd(OAc)2,NaHCO3,THF,20.82,2658,M0_vbur_vmin,%Vbur(min) + Vmin,20.82,33.53564049588439,14.967772595764757,4.198806208185463,62.872474783583314,74.84,0.011664049419810488,12,73.12,73.12,0.0
3942,1b_2c,P(o-Tol)3,Pd(OAc)2,None,THF,20.14,2628,M0_vbur_vmin,%Vbur(min) + Vmin,20.14,29.85908213731017,15.904108315627772,-1.312970161320262,61.0311344359406,74.84,0.009890783668534256,13,73.12,73.12,0.0
4210,1b_2c,XPhos,Pd(OAc)2,CsF,MeOH,33.45,2807,M0_vbur_vmin,%Vbur(min) + Vmin,33.45,36.046350071116976,13.674460389252317,9.244407708182433,62.848292434051515,74.84,0.00811236514077153,14,73.12,73.12,0.0
4190,1b_2c,P(tBu)3,Pd(OAc)2,Et3N,MeOH,40.8,2792,M0_vbur_vmin,%Vbur(min) + Vmin,40.8,31.315072939521624,15.095062239717164,1.7287509496759839,60.901394929367264,74.84,0.007723608289169126,15,73.12,73.12,0.0
3847,1b_2c,CataCXium A,Pd(OAc)2,None,MeCN,14.79,2565,M0_vbur_vmin,%Vbur(min) + Vmin,14.79,32.38926229346223,14.510079542988873,3.9495063892040427,60.829018197720416,74.84,0.006380745798880441,16,73.12,73.12,0.0
4095,1b_2c,P(Ph)3,Pd(OAc)2,Et3N,DMF,15.71,2729,M0_vbur_vmin,%Vbur(min) + Vmin,15.71,25.594039744712703,16.28672677066837,-6.327944725797302,57.51602421522271,74.84,0.005129481142019103,17,73.12,73.12,0.0
4035,1b_2c,P(Ph)3,Pd(OAc)2,None,DMF,13.72,2689,M0_vbur_vmin,%Vbur(min) + Vmin,13.72,24.022048250978564,16.5935652923473,-8.501339722022145,56.54543622397927,74.84,0.0045542390598621516,18,73.12,73.12,0.0
3927,1b_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeCN,17.77,2617,M0_vbur_vmin,%Vbur(min) + Vmin,17.77,26.116948422730786,15.66215905309125,-4.580883321328063,56.81478016678963,74.84,0.003581910346984428,19,73.12,73.12,0.0
4122,1b_2c,P(o-Tol)3,Pd(OAc)2,K3PO4,DMF,14.35,2748,M0_vbur_vmin,%Vbur(min) + Vmin,14.35,20.725696360323532,16.767377163708737,-12.138362880545593,53.58975560119266,74.84,0.0025088624636830856,20,73.12,73.12,0.0
842,1c_2a,P(Ph)3,Pd(OAc)2,Et3N,MeCN,97.45,561,M0_vbur_vmin,%Vbur(min) + Vmin,97.45,94.57938153184944,15.863455122985481,63.48700949079789,125.67175357290098,98.53,4.350743658249339,1,97.45,97.45,0.0
1106,1c_2a,P(Ph)3,Pd(OAc)2,KOH,MeOH,93.94,737,M0_vbur_vmin,%Vbur(min) + Vmin,93.94,93.93925864799837,15.700191112102061,63.166884068278335,124.71163322771841,98.53,4.04450331786048,2,97.45,97.45,0.0
1094,1c_2a,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,94.15,729,M0_vbur_vmin,%Vbur(min) + Vmin,94.15,91.97191410194397,15.618117597381104,61.360403611077004,122.58342459281093,98.53,3.3273196570968713,3,97.45,97.45,0.0
794,1c_2a,P(Ph)3,Pd(OAc)2,CsF,MeCN,96.49,529,M0_vbur_vmin,%Vbur(min) + Vmin,96.49,89.01017606600047,16.196070182300623,57.265878508691245,120.75447362330969,98.53,2.649896943527529,4,97.45,97.45,0.0
878,1c_2a,P(Ph)3,Pd(OAc)2,NaHCO3,THF,87.25,585,M0_vbur_vmin,%Vbur(min) + Vmin,87.25,86.8156857806642,16.142651964927214,55.17608792940686,118.45528363192153,98.53,2.093166328926093,5,97.45,97.45,0.0
926,1c_2a,P(Ph)3,Pd(OAc)2,LiOtBu,THF,85.88,617,M0_vbur_vmin,%Vbur(min) + Vmin,85.88,86.3085154193405,16.309040121229195,54.34279678173127,118.27423405694972,98.53,2.0304233878644133,6,97.45,97.45,0.0
986,1c_2a,P(Ph)3,Pd(OAc)2,CsF,DMF,91.14,657,M0_vbur_vmin,%Vbur(min) + Vmin,91.14,85.64733476935959,16.184165540415847,53.92637031014453,117.36829922857464,98.53,1.8549100936787708,7,97.45,97.45,0.0
1072,1c_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,89.13,715,M0_vbur_vmin,%Vbur(min) + Vmin,89.13,87.79001618588998,13.61914766304473,61.096486766322315,114.48354560545765,98.53,1.5653556650582443,8,97.45,97.45,0.0
846,1c_2a,CataCXium A,Pd(OAc)2,Et3N,MeCN,92.52,565,M0_vbur_vmin,%Vbur(min) + Vmin,92.52,84.66759369286146,14.485298838425456,56.27640796954756,113.05877941617535,98.53,1.226473532829528,9,97.45,97.45,0.0
1084,1c_2a,P(Cy)3,Pd(OAc)2,CsF,MeOH,89.81,723,M0_vbur_vmin,%Vbur(min) + Vmin,89.81,82.77221793405612,14.925757034560169,53.51773414631818,112.02670172179404,98.53,1.0461682669641457,10,97.45,97.45,0.0
1125,1c_2a,XPhos,Pd(OAc)2,LiOtBu,MeOH,82.88,751,M0_vbur_vmin,%Vbur(min) + Vmin,82.88,82.05665279068398,14.468760422575288,53.69788236243642,110.41542321893155,98.53,0.8575413086106516,11,97.45,97.45,0.0
1113,1c_2a,XPhos,Pd(OAc)2,KOH,MeOH,82.32,743,M0_vbur_vmin,%Vbur(min) + Vmin,82.32,83.77417700774777,13.422767747403356,57.46555222283719,110.08280179265834,98.53,0.8564102213145941,12,97.45,97.45,0.0
789,1c_2a,XPhos,Pd(OAc)2,NaHCO3,MeCN,78.08,527,M0_vbur_vmin,%Vbur(min) + Vmin,78.08,80.37519815505901,14.308006349523414,52.331505709993124,108.4188906001249,98.53,0.6461667336335468,13,97.45,97.45,0.0
787,1c_2a,SPhos,Pd(OAc)2,NaHCO3,MeCN,78.31,526,M0_vbur_vmin,%Vbur(min) + Vmin,78.31,79.33404283245008,14.233914061836996,51.43557127124957,107.23251439365059,98.53,0.5409122482261781,14,97.45,97.45,0.0
835,1c_2a,SPhos,Pd(OAc)2,LiOtBu,MeCN,90.89,558,M0_vbur_vmin,%Vbur(min) + Vmin,90.89,80.98475485442862,13.234671003083532,55.04479968838489,106.92471002047233,98.53,0.5256639295904948,15,97.45,97.45,0.0
784,1c_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeCN,93.05,523,M0_vbur_vmin,%Vbur(min) + Vmin,93.05,77.09294836430315,14.883193889221811,47.92188834142841,106.26400838717791,98.53,0.46274518870840264,16,97.45,97.45,0.0
786,1c_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeCN,92.77,525,M0_vbur_vmin,%Vbur(min) + Vmin,92.77,77.83236256223212,14.40100307132063,49.60639654244369,106.05832858202055,98.53,0.4497722782167184,17,97.45,97.45,0.0
988,1c_2a,P(Cy)3,Pd(OAc)2,CsF,DMF,94.46,659,M0_vbur_vmin,%Vbur(min) + Vmin,94.46,79.72887565700431,13.238619936018075,53.78118058240888,105.67657073159974,98.53,0.4267288680740975,18,97.45,97.45,0.0
1121,1c_2a,P(o-Tol)3,Pd(OAc)2,LiOtBu,MeOH,48.82,748,M0_vbur_vmin,%Vbur(min) + Vmin,48.82,71.97062272626357,17.139017747312877,38.37814794153033,105.56309751099681,98.53,0.4186708025225281,19,97.45,97.45,0.0
1034,1c_2a,P(Ph)3,Pd(OAc)2,Et3N,DMF,60.18,689,M0_vbur_vmin,%Vbur(min) + Vmin,60.18,73.14285819561822,16.163125040609426,41.46313311602374,104.8225832752127,98.53,0.3742326284179036,20,97.45,97.45,0.0
1694,1c_2b,P(Ph)3,Pd(OAc)2,LiOtBu,THF,94.45,1129,M0_vbur_vmin,%Vbur(min) + Vmin,94.45,90.96142777149848,16.368593184770887,58.87898512934754,123.04387041364942,97.25,3.6895225206127242,1,94.45,98.61,4.159999999999997
1718,1c_2b,P(Ph)3,Pd(OAc)2,None,THF,96.15,1145,M0_vbur_vmin,%Vbur(min) + Vmin,96.15,89.01289437189035,16.74611140492759,56.19051601823228,121.83527272554844,97.25,3.2013881897403893,2,96.15,98.61,2.4599999999999937
1742,1c_2b,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,90.99,1161,M0_vbur_vmin,%Vbur(min) + Vmin,90.99,87.87011800167197,16.92840766250867,54.690438983154976,121.04979702018896,97.25,2.932132011614863,3,96.15,98.61,2.4599999999999937
1646,1c_2b,P(Ph)3,Pd(OAc)2,NaHCO3,THF,96.16,1097,M0_vbur_vmin,%Vbur(min) + Vmin,96.16,87.81821490841821,16.404996910700763,55.66442096344472,119.97200885339171,97.25,2.742805530530356,4,96.16,98.61,2.450000000000003
1610,1c_2b,P(Ph)3,Pd(OAc)2,Et3N,MeCN,92.43,1073,M0_vbur_vmin,%Vbur(min) + Vmin,92.43,83.97045975629513,16.28877742988368,52.04445599372312,115.89646351886714,97.25,1.804372094349961,5,96.16,98.61,2.450000000000003
1802,1c_2b,P(Ph)3,Pd(OAc)2,Et3N,DMF,85.9,1201,M0_vbur_vmin,%Vbur(min) + Vmin,85.9,82.20414872604644,16.1361216638083,50.57735026498217,113.83094718711071,97.25,1.4406822942301756,6,96.16,98.61,2.450000000000003
1636,1c_2b,P(Cy)3,Pd(OAc)2,NaOH,THF,66.25,1091,M0_vbur_vmin,%Vbur(min) + Vmin,66.25,82.17763796086268,15.270912398036502,52.24664966071114,112.10862626101422,97.25,1.2251918881211457,7,96.16,98.61,2.450000000000003
1684,1c_2b,P(Cy)3,Pd(OAc)2,KOH,THF,75.02,1123,M0_vbur_vmin,%Vbur(min) + Vmin,75.02,84.26084022339285,13.83143418926363,57.151229212436135,111.37045123434956,97.25,1.2077092763847679,8,96.16,98.61,2.450000000000003
1778,1c_2b,P(Ph)3,Pd(OAc)2,KOH,DMF,83.87,1185,M0_vbur_vmin,%Vbur(min) + Vmin,83.87,77.9484935088221,16.36191934669672,45.87913158929653,110.01785542834767,97.25,0.8988689694074319,9,96.16,98.61,2.450000000000003
1850,1c_2b,P(Ph)3,Pd(OAc)2,CsF,MeOH,80.77,1233,M0_vbur_vmin,%Vbur(min) + Vmin,80.77,74.06381756804421,15.914542870270637,42.87131354231377,105.25632159377466,97.25,0.47894681133949657,10,96.16,98.61,2.450000000000003
1591,1c_2b,SPhos,Pd(OAc)2,KOH,MeCN,84.76,1062,M0_vbur_vmin,%Vbur(min) + Vmin,84.76,77.78834178719205,13.422045429527474,51.481132745318206,104.0955508290659,97.25,0.40495120211482694,11,96.16,98.61,2.450000000000003
1539,1c_2b,AmPhos,Pd(OAc)2,NaOH,MeCN,62.59,1026,M0_vbur_vmin,%Vbur(min) + Vmin,62.59,75.23544121041813,14.510367189206775,46.79512151957285,103.6757609012634,97.25,0.3776530539475764,12,96.16,98.61,2.450000000000003
1587,1c_2b,AmPhos,Pd(OAc)2,KOH,MeCN,90.4,1058,M0_vbur_vmin,%Vbur(min) + Vmin,90.4,72.40736877733949,15.498972704568617,42.02938227638499,102.78535527829398,97.25,0.3314410922436797,13,96.16,98.61,2.450000000000003
1828,1c_2b,P(Cy)3,Pd(OAc)2,NaOH,MeOH,62.34,1219,M0_vbur_vmin,%Vbur(min) + Vmin,62.34,75.2146798382073,13.98452610119343,47.80500867986818,102.62435099654643,97.25,0.31635673103442263,14,96.16,98.61,2.450000000000003
1768,1c_2b,P(Cy)3,Pd(OAc)2,K3PO4,DMF,52.88,1179,M0_vbur_vmin,%Vbur(min) + Vmin,52.88,73.33795163395703,14.331313382350864,45.24857740454934,101.42732586336473,97.25,0.2599203729024231,15,96.16,98.61,2.450000000000003
1648,1c_2b,P(Cy)3,Pd(OAc)2,NaHCO3,THF,95.29,1099,M0_vbur_vmin,%Vbur(min) + Vmin,95.29,74.46356876899577,13.795506796245284,47.424375448355015,101.50276208963652,97.25,0.2597785950248277,16,96.16,98.61,2.450000000000003
1734,1c_2b,CataCXium A,Pd(OAc)2,NaOH,DMF,23.29,1157,M0_vbur_vmin,%Vbur(min) + Vmin,23.29,72.20292430439522,14.628170050091878,43.53171100621515,100.8741376025753,97.25,0.2386930376529821,17,96.16,98.61,2.450000000000003
1879,1c_2b,SPhos,Pd(OAc)2,KOH,MeOH,73.51,1254,M0_vbur_vmin,%Vbur(min) + Vmin,73.51,69.49662040933539,14.538385506907764,41.00138481579617,97.99185600287461,97.25,0.14348080985411127,18,96.16,98.61,2.450000000000003
1881,1c_2b,XPhos,Pd(OAc)2,KOH,MeOH,71.6,1255,M0_vbur_vmin,%Vbur(min) + Vmin,71.6,68.33223962248681,14.679344776509067,39.56072386052904,97.10375538444458,97.25,0.12330048184398734,19,96.16,98.61,2.450000000000003
1759,1c_2b,SPhos,Pd(OAc)2,CsF,DMF,72.82,1174,M0_vbur_vmin,%Vbur(min) + Vmin,72.82,73.05126596188947,12.632568393029066,48.2914319115525,97.81110001222643,97.25,0.12085152511697461,20,96.16,98.61,2.450000000000003
3447,1c_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,84.54,2297,M0_vbur_vmin,%Vbur(min) + Vmin,84.54,67.11359197199695,15.34839172633226,37.030744188385725,97.19643975560818,83.66,1.0312497525408855,1,84.54,84.54,0.0
3423,1c_2c,P(Ph)3,Pd(OAc)2,Et3N,MeOH,71.31,2281,M0_vbur_vmin,%Vbur(min) + Vmin,71.31,60.42306405588108,16.01096350665995,29.041575582827573,91.80455252893458,83.66,0.48822199912945874,2,84.54,84.54,0.0
3171,1c_2c,P(Ph)3,Pd(OAc)2,None,THF,47.59,2113,M0_vbur_vmin,%Vbur(min) + Vmin,47.59,50.07399996174021,16.873230043558813,17.00246907636494,83.14553084711548,83.66,0.1357229922758847,3,84.54,84.54,0.0
3390,1c_2c,P(o-Tol)3,Pd(OAc)2,KOH,MeOH,37.72,2260,M0_vbur_vmin,%Vbur(min) + Vmin,37.72,46.22662241140498,15.92954361721082,15.004716921671776,77.44852790113819,83.66,0.04583758455467607,4,84.54,84.54,0.0
3389,1c_2c,P(Cy)3,Pd(OAc)2,KOH,MeOH,49.15,2259,M0_vbur_vmin,%Vbur(min) + Vmin,49.15,49.47690966729401,14.415000811755121,21.223508076253975,77.73031125833404,83.66,0.038507156401320575,5,84.54,84.54,0.0
3207,1c_2c,P(Ph)3,Pd(OAc)2,LiOtBu,THF,60.47,2137,M0_vbur_vmin,%Vbur(min) + Vmin,60.47,44.92195703522656,15.719727325895038,14.111291476472289,75.73262259398084,83.66,0.031887089533087276,6,84.54,84.54,0.0
3315,1c_2c,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,14.49,2209,M0_vbur_vmin,%Vbur(min) + Vmin,14.49,41.318942655479844,16.612228672503306,8.758974457373363,73.87891085358632,83.66,0.02600439081710562,7,84.54,84.54,0.0
3378,1c_2c,P(o-Tol)3,Pd(OAc)2,NaOH,MeOH,35.64,2252,M0_vbur_vmin,%Vbur(min) + Vmin,35.64,42.380187058421185,15.698695782608624,11.610743324508285,73.14963079233408,83.66,0.018872069192607144,8,84.54,84.54,0.0
3425,1c_2c,P(Cy)3,Pd(OAc)2,Et3N,MeOH,69.26,2283,M0_vbur_vmin,%Vbur(min) + Vmin,69.26,40.61452284018779,15.830373432340838,9.586990912799745,71.64205476757583,83.66,0.014199319325513743,9,84.54,84.54,0.0
3366,1c_2c,P(o-Tol)3,Pd(OAc)2,None,MeOH,38.2,2244,M0_vbur_vmin,%Vbur(min) + Vmin,38.2,37.0727857510207,16.57731828346411,4.58124191543105,69.56432958661036,83.66,0.011006437072162353,10,84.54,84.54,0.0
3392,1c_2c,SPhos,Pd(OAc)2,KOH,MeOH,45.38,2262,M0_vbur_vmin,%Vbur(min) + Vmin,45.38,44.07858255098462,13.029778496407038,18.540216698026825,69.61694840394242,83.66,0.0037954409332948344,11,84.54,84.54,0.0
3430,1c_2c,XPhos,Pd(OAc)2,Et3N,MeOH,30.62,2287,M0_vbur_vmin,%Vbur(min) + Vmin,30.62,35.771851007446756,15.322042605260505,5.740647501136166,65.80305451375735,83.66,0.003313352981680562,12,84.54,84.54,0.0
3087,1c_2c,P(Ph)3,Pd(OAc)2,NaOH,MeCN,16.76,2057,M0_vbur_vmin,%Vbur(min) + Vmin,16.76,34.34250557286521,15.650778077608418,3.666980540752707,65.01803060497771,83.66,0.003086791267578756,13,84.54,84.54,0.0
3303,1c_2c,P(Ph)3,Pd(OAc)2,LiOtBu,DMF,13.1,2201,M0_vbur_vmin,%Vbur(min) + Vmin,13.1,31.486602532216054,15.997158939579792,0.13217101063966297,62.84103405379244,83.66,0.0020933629785993522,14,84.54,84.54,0.0
3365,1c_2c,P(Cy)3,Pd(OAc)2,None,MeOH,26.1,2243,M0_vbur_vmin,%Vbur(min) + Vmin,26.1,36.427357458748396,14.502585321159767,8.002290229275253,64.85242468822153,83.66,0.0019075414607360452,15,84.54,84.54,0.0
3099,1c_2c,P(Ph)3,Pd(OAc)2,KOH,MeCN,13.24,2065,M0_vbur_vmin,%Vbur(min) + Vmin,13.24,27.781612766938814,16.623159947117696,-4.7997807294118715,60.3630062632895,83.66,0.0014885848963611704,16,84.54,84.54,0.0
3376,1c_2c,AmPhos,Pd(OAc)2,NaOH,MeOH,39.11,2250,M0_vbur_vmin,%Vbur(min) + Vmin,39.11,35.0287551138834,14.585108817602988,6.441941831381545,63.61556839638526,83.66,0.00142748560863179,17,84.54,84.54,0.0
3074,1c_2c,P(tBu)3,Pd(OAc)2,None,MeCN,7.97,2048,M0_vbur_vmin,%Vbur(min) + Vmin,7.97,30.73691974116336,15.513315229942668,0.33082189047572896,61.14301759185099,83.66,0.0011333776046056222,18,84.54,84.54,0.0
3374,1c_2c,P(tBu)3,Pd(OAc)2,NaOH,MeOH,23.77,2248,M0_vbur_vmin,%Vbur(min) + Vmin,23.77,30.85743649176373,15.085430660157314,1.2899923978553929,60.424880585672064,83.66,0.000772124312342741,19,84.54,84.54,0.0
3434,1c_2c,P(tBu)3,Pd(OAc)2,CsF,MeOH,23.65,2288,M0_vbur_vmin,%Vbur(min) + Vmin,23.65,30.04952792799994,15.285393459778241,0.09015674683458741,60.00889910916529,83.66,0.0007618239951931657,20,84.54,84.54,0.0
1494,1d_2a,CataCXium A,Pd(OAc)2,KOH,MeOH,95.06,997,M0_vbur_vmin,%Vbur(min) + Vmin,95.06,99.27659387539778,13.86257867339784,72.10593967553801,126.44724807525755,98.69,5.5737735828133985,1,95.06,98.2,3.1400000000000006
1358,1d_2a,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,89.45,905,M0_vbur_vmin,%Vbur(min) + Vmin,89.45,94.80776758271838,15.918460667531203,63.60758467435723,126.00795049107954,98.69,4.398563569445697,2,95.06,98.2,3.1400000000000006
1505,1d_2a,P(o-Tol)3,Pd(OAc)2,LiOtBu,MeOH,92.65,1004,M0_vbur_vmin,%Vbur(min) + Vmin,92.65,90.63194919098635,17.898549318160214,55.55079252739233,125.71310585458036,98.69,3.662489430337248,3,95.06,98.2,3.1400000000000006
1497,1d_2a,XPhos,Pd(OAc)2,KOH,MeOH,90.57,999,M0_vbur_vmin,%Vbur(min) + Vmin,90.57,94.37576083777222,13.670187971740118,67.5821924131616,121.16932926238285,98.69,3.38123405702275,4,95.06,98.2,3.1400000000000006
1166,1d_2a,P(Ph)3,Pd(OAc)2,NaHCO3,MeCN,93.27,777,M0_vbur_vmin,%Vbur(min) + Vmin,93.27,91.21200701429228,16.555138797797586,58.763934970609014,123.66007905797555,98.69,3.367937168747853,5,95.06,98.2,3.1400000000000006
1218,1d_2a,CataCXium A,Pd(OAc)2,LiOtBu,MeCN,94.64,813,M0_vbur_vmin,%Vbur(min) + Vmin,94.64,92.85923495682816,14.980234307149674,63.4979757148148,122.22049419884152,98.69,3.3367345532098396,6,95.06,98.2,3.1400000000000006
1206,1d_2a,CataCXium A,Pd(OAc)2,KOH,MeCN,93.12,805,M0_vbur_vmin,%Vbur(min) + Vmin,93.12,94.12527949166008,13.724268022004255,67.22571416853174,121.02484481478842,98.69,3.3114786279211166,7,95.06,98.2,3.1400000000000006
1298,1d_2a,P(Ph)3,Pd(OAc)2,KOH,THF,65.45,865,M0_vbur_vmin,%Vbur(min) + Vmin,65.45,88.30788699058901,16.77465635901069,55.42956052692806,121.18621345424997,98.69,2.61184424558443,8,95.06,98.2,3.1400000000000006
1202,1d_2a,P(Ph)3,Pd(OAc)2,KOH,MeCN,91.35,801,M0_vbur_vmin,%Vbur(min) + Vmin,91.35,86.96065343902944,17.471793101693837,52.715938959709526,121.20536791834937,98.69,2.496578768157393,9,95.06,98.2,3.1400000000000006
1214,1d_2a,P(Ph)3,Pd(OAc)2,LiOtBu,MeCN,98.2,809,M0_vbur_vmin,%Vbur(min) + Vmin,98.2,88.15265902579793,16.02179982810381,56.74993136271446,119.5553866888814,98.69,2.332543949137699,10,98.2,98.2,0.0
1418,1d_2a,P(Ph)3,Pd(OAc)2,Et3N,DMF,87.27,945,M0_vbur_vmin,%Vbur(min) + Vmin,87.27,85.72684083196597,16.607987547828472,53.17518523822217,118.27849642570978,98.69,1.9592224968896077,11,98.2,98.2,0.0
1213,1d_2a,P(tBu)3,Pd(OAc)2,LiOtBu,MeCN,92.92,808,M0_vbur_vmin,%Vbur(min) + Vmin,92.92,86.94003354032513,15.694138479481355,56.17952212054168,117.70054496010859,98.69,1.9521027673373244,12,98.2,98.2,0.0
1479,1d_2a,AmPhos,Pd(OAc)2,K3PO4,MeOH,92.82,986,M0_vbur_vmin,%Vbur(min) + Vmin,92.82,89.09403647006471,13.508492146979737,62.61739186198442,115.57068107814499,98.69,1.7799051345035615,13,98.2,98.2,0.0
1209,1d_2a,XPhos,Pd(OAc)2,KOH,MeCN,85.95,807,M0_vbur_vmin,%Vbur(min) + Vmin,85.95,86.91588363448068,14.68338669534956,58.13644571159554,115.69532155736582,98.69,1.6560328120845558,14,98.2,98.2,0.0
1483,1d_2a,SPhos,Pd(OAc)2,K3PO4,MeOH,91.37,990,M0_vbur_vmin,%Vbur(min) + Vmin,91.37,88.15286932065513,13.175772450642045,62.32835531739672,113.97738332391353,98.69,1.4813170481231763,15,98.2,98.2,0.0
1394,1d_2a,P(Ph)3,Pd(OAc)2,KOH,DMF,92.73,929,M0_vbur_vmin,%Vbur(min) + Vmin,92.73,83.80904274735823,16.019026952782156,52.411749919905205,115.20633557481126,98.69,1.4389816131198812,16,98.2,98.2,0.0
1456,1d_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,92.43,971,M0_vbur_vmin,%Vbur(min) + Vmin,92.43,86.4708508614871,13.714066896406896,59.59127974452958,113.35042197844461,98.69,1.3093864752690214,17,98.2,98.2,0.0
1399,1d_2a,SPhos,Pd(OAc)2,KOH,DMF,85.37,934,M0_vbur_vmin,%Vbur(min) + Vmin,85.37,87.31295098510243,12.493213478487759,62.82625256726642,111.79964940293844,98.69,1.1423727659649465,18,98.2,98.2,0.0
1170,1d_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeCN,92.01,781,M0_vbur_vmin,%Vbur(min) + Vmin,92.01,84.32861644567416,14.385767562121417,56.13251202391618,112.52472086743214,98.69,1.1249795020334483,19,98.2,98.2,0.0
1204,1d_2a,P(Cy)3,Pd(OAc)2,KOH,MeCN,83.91,803,M0_vbur_vmin,%Vbur(min) + Vmin,83.91,81.74239500253165,14.821684089973754,52.69189418618309,110.79289581888021,98.69,0.8712313001629166,20,98.2,98.2,0.0
1926,1d_2b,CataCXium A,Pd(OAc)2,NaOH,MeCN,94.39,1285,M0_vbur_vmin,%Vbur(min) + Vmin,94.39,98.75276582716285,12.987541901904196,73.29718369943062,124.20834795489507,98.42,5.098092030354821,1,94.39,100.0,5.609999999999999
1998,1d_2b,CataCXium A,Pd(OAc)2,Et3N,MeCN,94.32,1333,M0_vbur_vmin,%Vbur(min) + Vmin,94.32,98.02904200884765,12.631851236024206,73.27061358624022,122.78747043145509,98.42,4.606430440020563,2,94.39,100.0,5.609999999999999
1923,1d_2b,AmPhos,Pd(OAc)2,NaOH,MeCN,94.83,1282,M0_vbur_vmin,%Vbur(min) + Vmin,94.83,95.44549708768214,14.434752007060476,67.1533831538436,123.73761102152068,98.42,4.187403681434509,3,94.83,100.0,5.170000000000002
2261,1d_2b,P(o-Tol)3,Pd(OAc)2,KOH,MeOH,86.4,1508,M0_vbur_vmin,%Vbur(min) + Vmin,86.4,90.90512275077509,16.288897552973435,58.97888354694716,122.83136195460303,98.42,3.262047214627173,4,94.83,100.0,5.170000000000002
2078,1d_2b,P(Ph)3,Pd(OAc)2,LiOtBu,THF,94.71,1385,M0_vbur_vmin,%Vbur(min) + Vmin,94.71,88.47075055039878,17.068847884399595,55.01580869697557,121.92569240382198,98.42,2.82244185423779,5,94.83,100.0,5.170000000000002
2077,1d_2b,P(tBu)3,Pd(OAc)2,LiOtBu,THF,93.55,1384,M0_vbur_vmin,%Vbur(min) + Vmin,93.55,91.21552147471346,14.28985470585384,63.20740625123993,119.22363669818698,98.42,2.657672948888548,6,94.83,100.0,5.170000000000002
2079,1d_2b,AmPhos,Pd(OAc)2,LiOtBu,THF,95.53,1386,M0_vbur_vmin,%Vbur(min) + Vmin,95.53,91.67399406466492,13.824100215380941,64.57875764251828,118.76923048681157,98.42,2.632735904169864,7,95.53,100.0,4.469999999999999
